symbol,name,hgnc_id,phase,family,role,tier,reference_ids,references,hgnc_url,entrez_id,ensembl_gene_id,uniprot_ids,location,locus_group,locus_type,gene_group,gene_group_id,rule_note,source_url,source_downloaded_at
ADH1A,"alcohol dehydrogenase 1A (class I), alpha polypeptide",HGNC:249,Phase I,Alcohol dehydrogenases,alcohol oxidation; ethanol to acetaldehyde pathway,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:249,124,ENSG00000187758,P07327,4q23,protein-coding gene,gene with protein product,Alcohol dehydrogenases,397,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ADH1B,"alcohol dehydrogenase 1B (class I), beta polypeptide",HGNC:250,Phase I,Alcohol dehydrogenases,alcohol oxidation; ethanol to acetaldehyde pathway,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:250,125,ENSG00000196616,P00325,4q23,protein-coding gene,gene with protein product,Alcohol dehydrogenases,397,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ADH1C,"alcohol dehydrogenase 1C (class I), gamma polypeptide",HGNC:251,Phase I,Alcohol dehydrogenases,alcohol oxidation; ethanol to acetaldehyde pathway,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:251,126,ENSG00000248144,P00326,4q23,protein-coding gene,gene with protein product,Alcohol dehydrogenases,397,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ADH4,"alcohol dehydrogenase 4 (class II), pi polypeptide",HGNC:252,Phase I,Alcohol dehydrogenases,alcohol oxidation; ethanol to acetaldehyde pathway,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:252,127,ENSG00000198099,P08319,4q23,protein-coding gene,gene with protein product,Alcohol dehydrogenases,397,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ADH5,"alcohol dehydrogenase 5 (class III), chi polypeptide",HGNC:253,Phase I,Alcohol dehydrogenases,alcohol oxidation; ethanol to acetaldehyde pathway,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:253,128,ENSG00000197894,P11766,4q23,protein-coding gene,gene with protein product,Alcohol dehydrogenases,397,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ADH6,alcohol dehydrogenase 6 (class V),HGNC:255,Phase I,Alcohol dehydrogenases,alcohol oxidation; ethanol to acetaldehyde pathway,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:255,130,ENSG00000172955,P28332,4q23,protein-coding gene,gene with protein product,Alcohol dehydrogenases,397,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ADH7,"alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide",HGNC:256,Phase I,Alcohol dehydrogenases,alcohol oxidation; ethanol to acetaldehyde pathway,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:256,131,ENSG00000196344,P40394,4q23,protein-coding gene,gene with protein product,Alcohol dehydrogenases,397,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ADHFE1,alcohol dehydrogenase iron containing 1,HGNC:16354,Phase I,Alcohol dehydrogenases,alcohol oxidation; ethanol to acetaldehyde pathway,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:16354,137872,ENSG00000147576,Q8IWW8,8q13.1,protein-coding gene,gene with protein product,Alcohol dehydrogenases,397,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH16A1,aldehyde dehydrogenase 16 family member A1,HGNC:28114,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:28114,126133,ENSG00000161618,Q8IZ83,19q13.33,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH18A1,aldehyde dehydrogenase 18 family member A1,HGNC:9722,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:9722,5832,ENSG00000059573,P54886,10q24.1,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH1A1,aldehyde dehydrogenase 1 family member A1,HGNC:402,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:402,216,ENSG00000165092,P00352,9q21.13,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH1A2,aldehyde dehydrogenase 1 family member A2,HGNC:15472,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15472,8854,ENSG00000128918,O94788,15q21.3,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH1A3,aldehyde dehydrogenase 1 family member A3,HGNC:409,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:409,220,ENSG00000184254,P47895,15q26.3,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH1B1,aldehyde dehydrogenase 1 family member B1,HGNC:407,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:407,219,ENSG00000137124,P30837,9p13.1,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH1L1,aldehyde dehydrogenase 1 family member L1,HGNC:3978,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:3978,10840,ENSG00000144908,O75891,3q21.3,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH1L2,aldehyde dehydrogenase 1 family member L2,HGNC:26777,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:26777,160428,ENSG00000136010,Q3SY69,12q23.3,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH2,aldehyde dehydrogenase 2 family member,HGNC:404,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:404,217,ENSG00000111275,P05091,12q24.12,protein-coding gene,gene with protein product,Aldehyde dehydrogenases|MicroRNA protein coding host genes,398|1691,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH3A1,aldehyde dehydrogenase 3 family member A1,HGNC:405,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:405,218,ENSG00000108602,P30838,17p11.2,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH3A2,aldehyde dehydrogenase 3 family member A2,HGNC:403,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:403,224,ENSG00000072210,P51648,17p11.2,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH3B1,aldehyde dehydrogenase 3 family member B1,HGNC:410,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:410,221,ENSG00000006534,P43353,11q13.2,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH3B2,aldehyde dehydrogenase 3 family member B2,HGNC:411,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:411,222,ENSG00000132746,P48448,11q13.2,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH4A1,aldehyde dehydrogenase 4 family member A1,HGNC:406,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:406,8659,ENSG00000159423,P30038,1p36.13,protein-coding gene,gene with protein product,Aldehyde dehydrogenases|MicroRNA protein coding host genes,398|1691,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH5A1,aldehyde dehydrogenase 5 family member A1,HGNC:408,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:408,7915,ENSG00000112294,P51649,6p22.3,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH6A1,aldehyde dehydrogenase 6 family member A1,HGNC:7179,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:7179,4329,ENSG00000119711,Q02252,14q24.3,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH7A1,aldehyde dehydrogenase 7 family member A1,HGNC:877,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:877,501,ENSG00000164904,P49419,5q23.2,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH8A1,aldehyde dehydrogenase 8 family member A1,HGNC:15471,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:15471,64577,ENSG00000118514,Q9H2A2,6q23.3,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
ALDH9A1,aldehyde dehydrogenase 9 family member A1,HGNC:412,Phase I,Aldehyde dehydrogenases,aldehyde oxidation; acetaldehyde clearance and reactive aldehyde detoxication,core,HGNC;BRENDA;CLINPGX,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113) | ClinPGx/PharmGKB pharmacogenomic annotations (https://api.pharmgkb.org/; doi:10.1002/cpz1.226),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:412,223,ENSG00000143149,P49189,1q24.1,protein-coding gene,gene with protein product,Aldehyde dehydrogenases,398,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
AKR1A1,aldo-keto reductase family 1 member A1,HGNC:380,Phase I,Aldo-keto reductases,carbonyl reduction; PAH dihydrodiol oxidation to redox-active quinones,core,HGNC;XMETDB;BRENDA,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | XMetDB xenobiotic biotransformations (https://jcheminf.biomedcentral.com/articles/10.1186/s13321-016-0161-3; doi:10.1186/s13321-016-0161-3) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:380,10327,ENSG00000117448,P14550,1p34.1,protein-coding gene,gene with protein product,Aldo-keto reductases,399,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
AKR1B1,aldo-keto reductase family 1 member B,HGNC:381,Phase I,Aldo-keto reductases,carbonyl reduction; PAH dihydrodiol oxidation to redox-active quinones,core,HGNC;XMETDB;BRENDA,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | XMetDB xenobiotic biotransformations (https://jcheminf.biomedcentral.com/articles/10.1186/s13321-016-0161-3; doi:10.1186/s13321-016-0161-3) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:381,231,ENSG00000085662,P15121,7q33,protein-coding gene,gene with protein product,Aldo-keto reductases,399,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
AKR1B10,aldo-keto reductase family 1 member B10,HGNC:382,Phase I,Aldo-keto reductases,carbonyl reduction; PAH dihydrodiol oxidation to redox-active quinones,core,HGNC;XMETDB;BRENDA,HGNC gene symbols and gene-family membership (https://www.genenames.org/download/; doi:10.1093/nar/gku1071) | XMetDB xenobiotic biotransformations (https://jcheminf.biomedcentral.com/articles/10.1186/s13321-016-0161-3; doi:10.1186/s13321-016-0161-3) | BRENDA enzyme functional and reaction data (https://www.brenda-enzymes.org/; doi:10.1093/nar/gkaf1113),https://www.genenames.org/data/gene-symbol-report/#!/hgnc_id/HGNC:382,57016,ENSG00000198074,O60218,7q33,protein-coding gene,gene with protein product,Aldo-keto reductases,399,,https://storage.googleapis.com/public-download-files/hgnc/tsv/tsv/hgnc_complete_set.txt,2026-04-29T11:48:39.621213+00:00
